review,rating,split
Some organizations are great... others not so much,0,test
Best Company to Work For,1,test
DFW7/Haslet Location,1,test
Dog eat dog,0,test
Hardware Engineering Manager,0,test
Great if you are a developer otherwise a very comfortable place to waste your life,0,test
Great for the inexperienced,0,test
Be a wolf or get eaten,0,test
Toxic Maps Team,0,test
No,0,test
Great place to work,1,test
Software Engineer,0,test
best company to work in,1,test
Not All Departments Buy-In to the Amazon Culture,0,test
Amazon Zombie,0,test
Senior Business Program Manager,1,test
Lousy Co-workers,0,test
It was ok,1,test
Manager,0,test
"Learn and be stretched, your VP org makes a big difference",1,test
Lots of promise but ultimately frustrating because of internal politics.,0,test
Amazon Customer Representative,0,test
Picker,0,test
Don't expect to go far...,0,test
You are only a body in a sea of bodies.,0,test
HR,1,test
Fulfillment Associate,0,test
TRMS,1,test
"Seems attractive, but not a good long-term employer",0,test
"Once an innovative workplace, now just another sad enterprise with mediocre managers and no leaders.",0,test
Great way to break in,0,test
Great place to work,1,test
Try to avoid this place,0,test
Get your Details Sorted,0,test
Seven years at Apple,0,test
"Fun projects, good work life balance",1,test
Marketing Tragedy and Organizational Mayhem,0,test
Groundskeeker,1,test
very good,1,test
Software Development Manager,1,test
Don't do it,0,test
AVOID WHERE POSSIBLE - ITS A DETENTION CAMP!,0,test
Microsoft -Account Manager,0,test
"Great culture, awful review process",1,test
Horrible place,0,test
Amazonians,0,test
Sr. Director of Product Management,0,test
Sighhhhhhhhhhh.,1,test
Great company. Slow Career.,1,test
awesome,1,test
My Experience,0,test
Best Company to work for....,1,test
It is what it is,1,test
Senior Director,0,test
Sales Specialist,1,test
Sr. HRA,0,test
People Are Walking on Eggshells,0,test
"Amazing people on our team, completely incompetent managers ",1,test
many reorgs - learned alot,1,test
Virtual Customer Service,1,test
Wooooo,1,test
Operations,1,test
Awesome,1,test
Old habits die hard,0,test
Great people in a highly political company,0,test
Warehouse,0,test
Amazing place to work!,1,test
Loved it til the end.,1,test
Proceed with Caution,0,test
Experienced Salespeople Need Not Apply,0,test
Pro & Cons from a 19 year microsoft veteran,0,test
Great company to work for!,1,test
Company culture and opportunity is excellent.,1,test
very average,0,test
Good,0,test
Amazon,1,test
Not for everyone,0,test
avis,0,test
Pay isn't worth the stress,0,test
"Good for experience, bad for your health",0,test
I don't think anyone should apply for a job here (UAE branches),0,test
Operations Pogram Manager,0,test
Picker,0,test
Great work Environment,1,test
USED to be ,0,test
Fulfillment,0,test
Not all That!,0,test
Great place to work and Awesome team of Techs!!,1,test
Great,1,test
nice people,1,test
"Lots of process, bureaucracy, and politics",0,test
Fantastic Company,1,test
"Recommended if you are attached to Cork, otherwise apply to London",0,test
Life at Microsoft,0,test
"Good, mature company",0,test
Sr. HR Assistant,0,test
Picker,1,test
Software Engineer,1,test
"Merchandice loading, counting and prep",0,test
Picker,0,test
Challenging,0,test
Lack of transparency,0,test
Good company to work for,0,test
Great Place To Work,1,test
An amazing journey of learning!,1,test
Meat Grinder,0,test
Google : A work place with values,1,test
almost two years,1,test
Good,0,test
Technical Specialist,1,test
Analyst,1,test
Amazon,1,test
"Human Resources, Operations Admin.",1,test
Dock Worker,0,test
Microsoft is a great place to work,1,test
I have enjoyed working here,1,test
"Smart coworkers, challenging projects",1,test
Your just a number...,0,test
Operations Specialist,0,test
Warehouse associate,0,test
My Experience,1,test
Human Resources,0,test
Competitive Selfish Culture,0,test
It's always who you know,0,test
Bad senior management team,0,test
Amazing Work Environment,1,test
Some of the nicest and worst moments in my life,0,test
It's Amazon,1,test
Okay if you need a job,0,test
Working at the Warehouse,0,test
"Amazon is Great, but could be better",1,test
Unethical practices,0,test
All depends on where you work,0,test
Love the people and values,0,test
A very good company to work for overall,1,test
"Good perks, Good on your CV but not all as rosey as it seems",0,test
A Job...,1,test
Awful management,0,test
"At Apple, you don't stop learning.",1,test
Management and employees,0,test
Biased Management,0,test
Great company to work for,1,test
Fulfillment Associate,0,test
Process Assistant,1,test
Technical Specialist,1,test
Google,1,test
Senior Advisor,0,test
risk investigator,1,test
Consumer Advisor,0,test
It's okay,1,test
"Great company to work for, limited growth potential past retail",0,test
Engineering Intern,1,test
Great Company!,1,test
Hands down the best company to work,1,test
Learned a lot,1,test
Laser line,0,test
ASC,1,test
Worst Politics,0,test
Summer Internship,0,test
Business Intern,1,test
Love the technology and the peers!,0,test
Applcare at home advisor,1,test
Not the worst place.,0,test
"Big dreams sold, but little returned",0,test
Family,1,test
Good total package. Performance review system yields inequitable results.,0,test
Working in apple retail,1,test
Inbound.,0,test
ISS REP,1,test
IT divisions are the same around the world,1,test
Decent place to work,1,test
Packer,0,test
Operations Manager,0,test
Over qualified people recruited for BPO Job,0,test
Amazon Rules,1,test
Good environment but less opportunities,1,test
Specialist,1,test
Great Benefits,1,test
Engaging and challenging work but every team is different,1,test
Apple Retail,1,test
Project Manager,1,test
HR Leadership,0,test
I love everything about this company.,1,test
Promoter,1,test
"Apple a great company, but doesn't look after their staff",0,test
Great company,1,test
Fresh company,1,test
A good alternative to Microsoft,1,test
Communication is more than just lacking!,0,test
Struggling to change,0,test
Amazon is a lot of fun with great benefits and alot of opportunity. Everyone is usually happy and helpful.,1,test
Technical Writer,0,test
Sr financial analyst,0,test
Apple overview,0,test
Great to learn,0,test
Intern,1,test
MaintenanceTech 3,1,test
DONT DO THIS JOB!!! IT WILL RUIN YOUR LIFE.,0,test
Super company to work for,1,test
Talented People but too many cons to stick around for long,0,test
Data Analyst,1,test
Great,1,test
Fulfilment Associate,0,test
its amazing,1,test
Seasonal Associate,0,test
Depends on your team,1,test
Neglect.,0,test
"Specialist, AWESOME",1,test
Tasteless and classless,0,test
Weak leaders,0,test
getting worse,0,test
Candy land,0,test
Formateru,1,test
Awesome,1,test
"Working 15 hours a day, including weekends.",0,test
Inbound CVG1,1,test
Not quite what it hopes to be....,0,test
Want to go far? Don't start as ICE,0,test
Amazing company to work for,1,test
Consumer product advisor,0,test
"Great pay/benefits, work atmosphere, but poor work/life balance",1,test
Be under 40,0,test
Not a place for the futuristic progressive managers,0,test
Sinking ship,0,test
Interning at Amazon,1,test
Manual Labor,1,test
Senior Principal Software Engineer,1,test
Good benefit,1,test
AppStore Worst team running name of Amazon,0,test
Application Engineer,1,test
Good,1,test
Horrible working environment due to upper leadership.,0,test
Sales,1,test
Fun but not for people who want to implant their own ideas..very very structured not creative with problem solving.,0,test
Best company to work for,1,test
Great company,1,test
College student,1,test
"If you are great at sucking up and don't care about results, this is the place for you",0,test
Copywriter,0,test
Tier 1 Associate,1,test
Under appreciated and overworked.,0,test
Microsoft is an excellent place to work,1,test
App Review,0,test
Amazon sucks,0,test
Challenging place to work.,1,test
Wal-Mart of the Internet's!,0,test
Not all bad,0,test
Always Day 1,1,test
Associate,0,test
Sales Specialist,0,test
Homophobia/Racism/Sexism,0,test
Inbound,0,test
Sr Program Manager,0,test
Not that great,0,test
Burn and Churn,0,test
Ware House Worker,0,test
Microsoft,1,test
UX Designer,1,test
"great company, wonderful people",1,test
Toxic and Retaliatory Environment,0,test
Great company stable hours low pay,1,test
(Was) a good company,1,test
Amazon,0,test
If you can work hard you can have fun,1,test
Not what it used to be.,0,test
Business Operations Associate,1,test
AppleCare College Program,1,test
Not a good place to work for,0,test
CMO,1,test
Customer Service Manager,0,test
customer service representative,0,test
No Work Life Balance,0,test
Apple,1,test
Sweatshop in America,0,test
SDE,0,test
Best Place to Start your Career,1,test
It is becoming a pathetic company Amazon seller support banglore,0,test
Shark filled Pond,0,test
Collaborative and focused,1,test
Good but not great,1,test
Apple Experience,0,test
"Great intention, great passion, opportunity to drive higher impact",1,test
IT SDE 2,1,test
Coolest company I've ever worked for was Apple Computer! Allowed you to be the best you can be and rewarded you for it1,1,test
Golden Handcuffs- Toxic Teams,0,test
Loss Prevention Manager,0,test
Great Company,1,test
Specialist,1,test
No training in fulfillment center. You learn on your own.,0,test
Apple Sales,1,test
Investigator Specialist Chinese Language,0,test
Awesome place to work,1,test
"Work hard, have no fun",0,test
Area Manager,1,test
Avoid- Plenty of Fish in the Sea,0,test
Premium Support,1,test
Business Units in the Company can be very different,1,test
Terrible,0,test
not bad,0,test
Amazon Fulfilment Associate,0,test
Amazon,1,test
Information Security Analyst,1,test
Goodrastr,1,test
Managers are way too long in their positions,0,test
Trade Off,0,test
Don't Think Different. Don't Think At All.,0,test
Picker,0,test
process as,0,test
Better for the short term,0,test
Working for TRMS. Do not waste your time,0,test
Hard work,0,test
Package sorter,1,test
Help Desk specialist,0,test
The best and worst of times,1,test
Amazon :),1,test
Senior Development Lead,0,test
Digital Marketing Strategist,1,test
Seller Support,0,test
Great place to work,1,test
software engineer,0,test
Don't work on the East Coast,0,test
How it is,0,test
Apple review,0,test
Support Agent,1,test
Account Executive - Sales,0,test
Part time,0,test
Great Company,1,test
Amazon,0,test
Good for initial days of career but too time demanding yet no productivity,0,test
Excellent employer but politics eating up MS like a termite,0,test
Health insurance,0,test
Not a good experience,0,test
Manager,0,test
Mistake of a lifetime. Total career suicide. Hillsboro,0,test
Poor Experience,0,test
Satisfied,1,test
"Work Hard, Make History",1,test
"It started great, but ended poorly.",0,test
Stangnant,0,test
"Great Place to work for, but pay isnt so good internal employes.",1,test
Content Review Specialist,0,test
Facilities Tech,0,test
My WORST COMPANY till date,0,test
Long-time Amazonian (>8 years),1,test
"Learned a lot, but difficult work environment",0,test
Process Associate at Amazon Development Center (India) Pvt Ltd,1,test
Ok,0,test
Seasonal Customer Service Associate,0,test
best place to work,1,test
amazon,0,test
The Dream is Over,1,test
A Company That Can't Seem to Get it Right,0,test
Specialist,1,test
Very Top Down manage ment,0,test
"Great pay, forgets about employees",1,test
A former great company going down under drains,0,test
Not what I thought it would be...,1,test
Good Search Engine,1,test
Good.,1,test
Stress stress and more stress,0,test
"Things are changing... could be good, or bad.",0,test
"Great for engineers, not so much for non-engineers",1,test
Lead,0,test
Specialist,1,test
Built up expectations for nothing,0,test
EHS Specialist,1,test
"Twisted culture, bright if awkward colleagues",0,test
Great Career and Compensation,1,test
TRMS,1,test
STU Management walked straight out of BBC's ,0,test
Poor management,0,test
Recruiting Coordinator,1,test
great company with great benefits,1,test
Apple Solutions Consultant,1,test
Working as an Amazon associate,1,test
Genius Admin,1,test
No permanent employment,0,test
Google Shopping Express,1,test
Poor management,0,test
No regrets,1,test
"From Great to Bad, From Gates to Nadella...",0,test
Careful!!!! Before You Join,0,test
Best company to work for,1,test
No work life balance,0,test
Microsoft,0,test
Software Engineer Intern,1,test
"The best retail career you could possibly ask for, but there are always a few cons",1,test
"Used to be a fun job, but that changed drastically.",0,test
operations manager,1,test
Decent,1,test
Horrible culture,0,test
Delivery,0,test
No recognition,0,test
Racist Leadership/Ineffective Human Resources,0,test
great company to work for,1,test
Great place and people and significant impact of work,1,test
One of the best company to work with,1,test
Declining to ,1,test
Facebook,1,test
good company,1,test
Well the benefits are OK,0,test
Learn A Lot and Move On,0,test
software engineer,0,test
Human Resources Generalist,1,test
"There are ups and downs, overall there's lots of cool tech to work on.",1,test
Don't care about there employees,0,test
"Yep, ok",1,test
inhumane,0,test
Stay at Microsoft,0,test
Customer service agent,1,test
Post Employment Review - Microsoft,0,test
Terrible company,0,test
Slave Labour,0,test
package handler/sorter,1,test
"Good money, limited hours",1,test
"Interessante Produkte, guter Arbeitgeber",1,test
It gets some bills paid,0,test
Unique,1,test
Growing too big and bureaucracy,1,test
SDE,0,test
Too much politics,1,test
Welcome to the new IBM,0,test
Hardwork for Peanuts,0,test
Harder than it looks.,1,test
Awful,0,test
Fulfillment Associate,1,test
"Not Bad, Not Good",0,test
Warehouse Associate,0,test
Great place to work,1,test
"Initially innovative, exciting, and fast paced while meeting interesting people and hopefully making their lives better.",0,test
"Still great perks, but getting big, bureaucratic, and slow",1,test
the best company to work for,1,test
Consumer Operations Community Manager,1,test
mimics a temp agency,0,test
Amazon is a very enjoyable place to work,1,test
Avoid at all cost,0,test
Stay away from Global IT!!,0,test
Microsoft cares. Kind of.,1,test
Customer Service Agent,1,test
Great company to work for!,1,test
Good culture Long Hours,1,test
Great place to work,1,test
Progressive but dangerous,0,test
Good for Stability,0,test
"Very disappointed, HR is a joke.",0,test
Shipping and receiving,0,test
Have an idea? Prepare to be knocked down constantly.,0,test
Specialist,1,test
Best place to work,1,test
managment team sdf1,0,test
Apple Retail Sucks!,0,test
Good,1,test
No values,0,test
Data Tech,1,test
UX group within a developer driven world,1,test
Work/life balance become non-existent,0,test
Such a disappointment,0,test
Awesome place,1,test
Need to move often,1,test
Great for staring career. Do not stay long,0,test
"High work pressure, No work life balance, No feeling of achievement",1,test
Long working hours,0,test
Partner Development,1,test
The most challenging/rewarding experience of my life,1,test
Slow development,1,test
Senior Manager,1,test
Senior Ops Manager,1,test
Nice changes,1,test
Genius Admin,1,test
Experience heavily depends on team and what you put in,0,test
Facebook Dublin,1,test
Great workplace,1,test
Difficult job,0,test
Beware!,0,test
There are many microsofts.. find your right one.,1,test
Why I Love working at Amazon Cape Town,1,test
Worst Pay and horrible shifts,0,test
I love my job,1,test
Leaders not appreciated,1,test
Uninspired but the products are good,0,test
Confusing,0,test
"in-bound product management for Office Suite, Sharepoint, etc.",1,test
Politics are necessary to get ahead,0,test
Job for kids,0,test
Expert,0,test
Engineer- special Projects Group,0,test
"Loved my job, hated the management",0,test
Feel like a robot,1,test
"If you don't bleed blue, Apple's not for you",0,test
Horrible,0,test
A nightmare called Amazon Web Services,0,test
Amazon treatment,1,test
"Benefits with decent retail pay, little movement in company available",1,test
Review,1,test
Just be careful because you are the scapegoat,0,test
Specialist,1,test
wechsel in festanstellung wird oft versprochen und nicht eingehalten,0,test
Just OK,1,test
CEO who doesn't listen to employees,0,test
The big apple...,0,test
Get what you give.,0,test
Awesome Benefits,1,test
don't waste your life here,0,test
"Great benefits, no room to grow",1,test
Draining,0,test
Team Supervisor VCM,1,test
Amazing org to work in,1,test
Ok but could be better,1,test
best,0,test
"Great place to work. Big jobs, great resources, up-to-date technology, encourages risk-taking",1,test
Expounding and exhilarating experience.,1,test
Good place to work at. Management should improve their hiring process.,0,test
"Worked VERY Hard, had some fun and we did make history...........",0,test
fulfillment associate,0,test
picker,0,test
HR Administrator,0,test
Great Place To Work Part-Time!,1,test
"If You Want To Be A Robot, This Is The Job For You",0,test
"Good benefits, Horrible culture environment",0,test
The best design culture I have ever been in.,1,test
Software Engineer,1,test
Disappointing,0,test
Fulfilment associate,1,test
"Horrible Experience, Caveat emptor",0,test
Little reward,0,test
Shop with them but don't like working for Amazon,0,test
Special Retail Experience,1,test
Other,0,test
TechnicalSupport,1,test
Very toxic workplace,0,test
Great Job,1,test
ok,0,test
Atrocious,0,test
"Customers First, Employees Second",0,test
Great company in general,1,test
Very good,1,test
"Amazon has great potential, but over works its leaders.",0,test
Great Company to work for,1,test
"Depends from the org, it might be ok, it might be bad.",0,test
Pretty good for people that don't mind their ,1,test
Great Christmas Money,0,test
quantitative analyst,1,test
Satisfied at Amazon,1,test
"Don't get lured in by the pay, it's a trap.",0,test
"Good company, not competitive compensation",1,test
Global success story marred by issues in regional office,1,test
Good Company to work and learn,0,test
Great when Jobs was alive...,1,test
prime now associate,1,test
Welcome to the meat grinder,0,test
Worst ever !!,0,test
Warehouse,0,test
"Great until Senior levels, dirty politics after Senior(63) level and above",0,test
Started as a Picker then a Seasonal Non-Inventory Assoc now about to be an Area Manager,1,test
Overworked under paid,0,test
avoid,0,test
"Peculiar culture, wide open potential!",1,test
Warehouse,0,test
Manager,1,test
Not recommend SEG/CSM,0,test
HR Manager,0,test
grunt,0,test
Why not to Join AWS,0,test
Not Employee Friendly - Process Driven,0,test
Excellent company to work,1,test
Apple Store FT Expert,1,test
Great place to learn,1,test
Good company,1,test
5+ vet,0,test
travail famille impossible,0,test
Solid place to work,1,test
b.c.a fresher,1,test
Awesome company,1,test
Manager,0,test
Know what you are in fo,0,test
Exec Assistant,1,test
High Dollar High Stress,0,test
"Lacks designs to retain talent, competence, and functional intelligence",0,test
Online media associate,1,test
Working at Amazon Facility,0,test
Most fun I've had at a job in years,1,test
"I would stop my friends from working here, unless I really hated my friends",0,test
Great Pay with loads and loads of work,1,test
Amazon,1,test
Not a great place to work if you have a family,0,test
"Love the people, was okay with the crowds, despised the rate of pay.",1,test
Horrible Management,0,test
Being employed at apple,1,test
Best place to work,1,test
Ambassador,0,test
Great full or part time,1,test
Expert,1,test
"Good benefits, not the best culture",0,test
Best Company to work for,1,test
Specialist sales,1,test
"If you are not interested in being a drone, don't become a programmer at Amazon",0,test
Hiring process the worst,0,test
Great company to work for.,1,test
Amazing for female engineers,1,test
Fc associate,0,test
author,1,test
Good company to work with,1,test
Amazing place to work!,1,test
Amazon Seasonal Employees,0,test
rep,1,test
senior web developer,1,test
Good company - make your own opportunity,1,test
Love it here,1,test
Catalog Associate,1,test
I received a job offer received but no start date,0,test
Rotten Core,0,test
"Intelligent, diverse and passionate people.",1,test
Best place to Work,1,test
cool things,1,test
Recruiter,0,test
No Religious Observants/ Capital Lords Only,0,test
Broken House,0,test
Associate,0,test
"If you get stuck with a bad manager, you're screwed.",0,test
Abusive culture,0,test
Not good company if you don't know politics,0,test
go elsewhere if able to at all,0,test
Great company for short term experience not a long term place to work,1,test
Seasonal warehouse associate,0,test
Look elsewhere - the good times at Msft are REALLY over,0,test
Best place to work,1,test
Area Manager- Run far away!,0,test
"HR, People Services",1,test
Typical sweat shop,0,test
Warehouse,0,test
Seasonal Warehouse worker- Only work as last resort and nothing else,0,test
Quality control,0,test
"No work life balance, Its always work for these guys",0,test
High burn out rate,0,test
Can get lost in the company and heavily performance monitored,0,test
Poor Experience,0,test
An extremely fulfilling life changing experience but with plenty of costs,0,test
Horrible! Wouldnt recommend it to someone desperately lookin for a job.,0,test
Good company but a lot of work,0,test
very political,0,test
You know where you work with it's ups and downs,1,test
not like it used to be,1,test
The place is the what it cracked up to be,0,test
"Strong experience, do not treat employees well",0,test
Awful,0,test
Not as great as they make it out to be,0,test
Poor Ethics,0,test
amazon,1,test
"Great, if you're willing to put in the work",1,test
Great company,1,test
Dream Company for a High Functioning Nerd,1,test
Reno office mentality unstable,0,test
Great - It's Apple,1,test
Nice place to work,1,test
"Great Company, however, pockets with in the company of groups that are bad",1,test
Great Place to work,1,test
"Great experience, terrible leadership",0,test
Still the best place to work!,1,test
Awesome and kind I was one of the best and the Apple company raised me hourly,1,test
Customer Service Is Not For Me,1,test
"Craziness, anarchy, fast pacing and non sleeping",1,test
Amazon,0,test
SDE review,1,test
Feels like working on a political campaign,0,test
Mask design,0,test
Brand Specialist,1,test
"India GTSC is OK, But think twice before joining, Its not bad, But has its own set of advantages and Disadvantages.",1,test
Relaxed environment,1,test
Overall good,1,test
beware of role mismatch with the startups with in Amazon,0,test
Microsoft India Global Delivery - Not for IDC(Product Group) and MSIT,0,test
Review,0,test
Life at Apple Retail,1,test
Google is ,1,test
The company tries but it's challenged due to size and complexity...,0,test
Good learning experience.,0,test
Good,1,test
Exciting yet stressful,1,test
Data Center,1,test
Area Manager,1,test
Outbound distribution,0,test
Marketing,0,test
GOOD EXPERIENCE,0,test
High-stress job with middling pay,0,test
Company to have a smooth career,1,test
Great company to work.,1,test
Microsoft Store,0,test
Good place to hone your skils,0,test
Wonderful working with Microsoft,1,test
It's an ,0,test
Worst training EVER!,0,test
Senior Software Engineer,1,test
Logistics Manager,0,test
great,1,test
"nice place to work, stressful, too frugal",0,test
"Amazing co-workers, horrible managment",0,test
Manager,0,test
Uncertainty,1,test
great company,1,test
Favoritism,0,test
"Good Benefits, breaks your body",0,test
"Steady, Guaranteed Job",1,test
Territory Manager,1,test
Only do it if you have to,0,test
Brand Specialist,1,test
Horrible Place,0,test
"Great company, Good benefits, smart people, but can become too complacent",1,test
Giant Company with Giant Mess,0,test
Horrible Work environment.,0,test
Fulfillment Associate,0,test
tier 1 stow,0,test
Terrible,0,test
construction manager,0,test
"Opportunities, but bad work life balance",1,test
MS HR Services Center,1,test
Dublin - SOG jobs,0,test
top notch experience!!!,1,test
Good working environment with smart people,1,test
A great company to work for,1,test
Company in transition,1,test
Poor,0,test
Fabulous MBA Internship,1,test
Cult like,0,test
Glass ceiling unless you have political allegiances in there,0,test
Nothing nice to say,0,test
Can be good if you are friends with the area manangers,0,test
Great experience - love my job!,1,test
Microsoft is still a great place to work,1,test
True insides from an Amazonian,1,test
Intern,1,test
Ex-employee review,0,test
Part time sortation associate,1,test
At Home Advisor T1,1,test
Amazing Place to Work,1,test
Full of old guard with bad rating scheme,0,test
A real mixed bag,0,test
Amazon fc pay,0,test
Avoid AMZL EU,0,test
scope of impact...amazing...review system...aweful,0,test
Great benefits,1,test
"cool technology, but company treats employee poorly",0,test
good place for new grads,1,test
Its a innovative company,1,test
UK customer service associate at Amazon,1,test
It's laughable,0,test
Seasonal worker,1,test
Bin con,1,test
Amazing place,1,test
Interesting challenges but not the best culture.,0,test
Amazon is slave labor.,0,test
One Of The Worst Experiences of My Working Career,0,test
Amazon is cool,1,test
The REAL - Operations Manager,0,test
Inside Sales,0,test
Never again,0,test
Amazing company,1,test
Experience,1,test
C++ Developer,1,test
Amazon Salary+Compensation,1,test
Amazing Experience Overall,1,test
Software Engineer,1,test
Technical Account Manager,1,test
They promise a lot...but nothing will ever happen,0,test
Warehouse Associate,1,test
Life at amazon,1,test
An amazing jumpstart for college hires!,1,test
Awesome Company And Perks,1,test
Microsoft,0,test
Technician,0,test
Director UX,1,test
Not the Company they say they are,0,test
Technical Specialist,1,test
Senior CSA,0,test
Amazon doesn't care,0,test
Software Development Manager,0,test
Custom Contrat Specialist,0,test
Assocate,0,test
Never again,0,test
Specialist,1,test
Working Environment at Amazon.,0,test
"Stepping stone, not a career",1,test
Bentley,1,test
Google Enterprise as a Contractor,0,test
Good work environment,1,test
The Inmates run the asylum,0,test
Worst company to work with,0,test
"Lack of Respect, Superficial & Self-Entitled People, Lowest EQ Around Silicon Valley",0,test
Nice work place,1,test
Great work for retail,1,test
Fun environment to work in!,1,test
SDE II,1,test
Good work but too much stres,0,test
very good and so good,1,test
Hype,0,test
They have NO respect for their employees.,0,test
Operations Coordinator,0,test
No Work Life Balance,0,test
"Like its products and history, working at Apple Retail is not quite what it used to be.",0,test
Amazing benefits when you leave :),0,test
"Depending one what project you work on, this place is amazing or difficult",0,test
Picker,0,test
Great place to work with a unique culture,1,test
Senior Product Manager,1,test
"The benefits, package and variable pay are satisfactory.",1,test
Technician,0,test
Family room specialist,1,test
picker,0,test
Mostly good place to work,1,test
A great tech company,1,test
Specialist,1,test
my experience as Senior Software Engineer at Microsoft,1,test
Amazing - can't imagine working for another company now,1,test
Disorganized warehouse,0,test
I lost 40 pounds in 2 months.,0,test
Principal Manager,1,test
Work Hard. Burn Out. Don't Get Rewarded,0,test
Not pleased,0,test
It's Not What It Seems,0,test
Engineer,1,test
Great company to work for,1,test
Your money or your life,0,test
Site Reliability Engineer,1,test
Great place to learn but not a culture of recognition,0,test
"Great people, horrible technology",0,test
Love the place,1,test
Its OK,0,test
